CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
25013800102,Massachusetts,Hampden County,1,4119,1589,0,0,0,0,1,0,0,0,1,21.9,40235,0,1,0,1,0,0,0,0,353,2435,353,200,1473,200,2435,59.11,1473,35.76,752,18.26,200,4.85,1526,37.04,419,10.18,34,0.83,1,0.02,15,0.36,440,10.68,959,23.28,88,5.54,366,23.06,353,8.57,200,4.87,74,1.8,60,1.46,258,6.26,63,1.54,1,0.03,0,0,1,0.02,30,0.73,83,2.02,14,0.87,59,3.72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2883,1273,340,2538,730,58,3,20,770,1559,210,617
25013800201,Massachusetts,Hampden County,1,6334,2454,0,7,0.11,0,1,0,1,1,1,23.9,42474,0,1,0,1,0,0,0,1,85,2477,85,40,1225,40,2477,39.1,1225,19.33,557,8.8,317,5,1725,27.23,301,4.76,47,0.73,1,0.01,10,0.16,393,6.2,714,11.27,105,4.28,313,12.73,85,1.34,40,0.63,18,0.28,14,0.22,57,0.91,17,0.27,1,0.01,0,0,0,0,9,0.15,17,0.27,5,0.19,10,0.43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3798,1569,729,3995,789,115,1,47,1387,2342,435,807
25013800202,Massachusetts,Hampden County,1,1333,550,0,0,0,1,1,1,0,0,1,19.8,44750,1,1,1,1,1,0,0,0,978,1222,978,412,514,412,1222,91.64,514,38.57,240,18.03,174,13.03,877,65.79,150,11.28,20,1.52,2,0.11,3,0.19,170,12.75,339,25.41,40,7.27,113,20.61,978,73.35,412,30.88,189,14.17,139,10.43,707,53.05,103,7.74,14,1.07,1,0.08,2,0.15,150,11.26,289,21.7,33,6.01,94,17.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,575,262,190,960,170,24,2,3,174,359,43,122
25013800300,Massachusetts,Hampden County,1,4395,1736,0,0,0,0,1,0,0,0,1,7.9,59028,0,1,0,1,0,0,0,0,NULL,1348,NULL,NULL,648,NULL,1348,30.67,648,14.74,338,7.68,193,4.4,835,19.01,173,3.93,12,0.26,0,0,10,0.22,318,7.25,534,12.14,90,5.18,115,6.64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1721,1077,627,2740,537,54,0,25,1039,1721,199,362
25013800400,Massachusetts,Hampden County,1,6726,2199,0,295,4.39,0,1,0,0,0,1,29.5,38977,0,1,0,1,0,0,0,0,NULL,1472,NULL,NULL,629,NULL,1472,21.89,629,9.35,381,5.67,165,2.45,935,13.9,155,2.31,5,0.08,1,0.02,12,0.17,364,5.41,605,9,95,4.3,217,9.87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3592,1779,804,3760,863,88,7,59,1949,3398,519,893
25013800500,Massachusetts,Hampden County,1,3366,1116,0,11,0.33,0,1,0,0,0,1,19.4,65506,0,1,0,1,0,0,0,0,NULL,1880,NULL,NULL,764,NULL,1880,55.84,764,22.69,469,13.94,240,7.12,1065,31.64,222,6.6,37,1.1,0,0,13,0.39,543,16.12,896,26.63,33,2.98,184,16.46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1556,928,368,1678,412,61,0,23,1192,1962,61,318
25013800600,Massachusetts,Hampden County,1,2620,807,0,78,2.98,0,0,0,0,0,1,61.4,18278,0,0,0,0,0,0,0,0,NULL,0,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2167,1022,123,944,208,13,9,31,1415,2369,337,575
25013800700,Massachusetts,Hampden County,1,4000,1415,0,2,0.05,0,0,0,0,0,1,52.6,28333,0,0,0,0,0,0,0,0,NULL,51,NULL,NULL,41,NULL,51,1.27,41,1.02,24,0.59,5,0.13,22,0.55,15,0.37,0,0,0,0,1,0.02,13,0.33,33,0.81,7,0.47,11,0.79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3530,1499,325,1476,524,17,0,26,1957,3501,610,1110
25013800800,Massachusetts,Hampden County,1,2098,869,0,0,0,0,0,0,0,0,1,55.9,20677,0,0,0,0,0,0,0,0,NULL,0,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1816,624,225,986,297,6,5,21,783,1701,411,694
25013800900,Massachusetts,Hampden County,1,4136,1720,0,15,0.36,0,1,0,1,1,1,42.4,23732,0,1,0,1,0,0,0,1,NULL,1963,NULL,NULL,1622,NULL,1963,47.45,1622,39.21,428,10.35,500,12.09,946,22.87,338,8.17,16,0.38,0,0,23,0.56,640,15.47,1301,31.45,648,37.66,703,40.86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3372,1282,670,1849,700,41,7,45,1494,2972,999,1205
25013801101,Massachusetts,Hampden County,1,1862,1115,0,0,0,0,0,0,1,1,1,60.3,15336,0,0,0,0,0,0,0,1,NULL,369,NULL,NULL,311,NULL,369,19.84,311,16.72,16,0.86,46,2.45,169,9.1,96,5.15,27,1.45,0,0,0,0,77,4.14,131,7.03,140,12.54,193,17.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1572,340,184,779,334,44,1,14,690,1223,524,725
25013801102,Massachusetts,Hampden County,1,1537,729,0,253,16.46,0,0,0,0,0,1,23,32868,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,609,230,169,800,301,32,3,12,389,603,195,127
25013801200,Massachusetts,Hampden County,1,2638,1165,0,314,11.9,0,0,0,0,0,1,62.3,28490,0,0,0,0,0,0,0,0,NULL,12,NULL,NULL,9,NULL,12,0.46,9,0.34,0,0.01,0,0,8,0.29,3,0.1,0,0.01,0,0,0,0.01,1,0.05,5,0.18,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1913,634,137,1069,632,17,0,31,889,1582,731,762
25013801300,Massachusetts,Hampden County,1,4636,1557,0,76,1.64,0,1,0,1,1,1,37,35582,0,1,0,1,0,0,0,1,NULL,1091,NULL,NULL,721,NULL,1091,23.54,721,15.56,304,6.55,123,2.65,268,5.79,630,13.59,11,0.23,1,0.01,8,0.18,174,3.75,334,7.21,176,11.32,203,13.04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3094,1406,440,1374,2233,25,5,40,959,1772,449,821
25013801401,Massachusetts,Hampden County,1,3992,1286,0,283,7.09,0,1,0,1,1,1,42.8,21902,0,1,0,1,0,0,0,1,245,2982,245,170,2076,170,2982,74.71,2076,52.02,988,24.75,232,5.82,711,17.8,1437,36,21,0.51,3,0.08,28,0.71,782,19.59,1274,31.9,291,22.63,536,41.7,245,6.13,170,4.26,72,1.8,36,0.89,39,0.97,151,3.79,0,0,0,0,0,0,55,1.37,82,2.06,26,2.05,49,3.79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2428,1310,330,917,1912,21,6,41,1095,1737,385,707
25013801402,Massachusetts,Hampden County,1,2016,741,0,58,2.88,1,1,1,1,1,1,22,61250,1,1,1,1,1,0,0,1,1024,2016,1024,348,682,348,2016,100,682,33.84,482,23.91,270,13.39,806,39.98,749,37.15,88,4.37,1,0.05,8,0.4,364,18.06,641,31.8,102,13.8,331,44.72,1024,50.78,348,17.24,248,12.3,137,6.79,397,19.67,387,19.21,52,2.58,1,0.03,4,0.21,183,9.09,333,16.51,40,5.35,170,22.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,676,482,270,806,749,88,1,8,364,641,111,343
25013801501,Massachusetts,Hampden County,1,5361,1983,0,2,0.04,0,1,0,1,1,1,15.9,55583,0,1,0,1,0,0,0,1,4,2808,4,1,968,1,2808,52.38,968,18.05,801,14.95,367,6.85,1217,22.71,980,18.29,33,0.62,2,0.04,35,0.66,540,10.06,922,17.19,119,5.99,212,10.71,4,0.07,1,0.02,1,0.02,0,0.01,2,0.04,2,0.03,0,0,0,0,0,0,0,0,1,0.01,0,0,0,0.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2053,1457,716,2334,1898,78,3,52,996,1585,240,382
25013801502,Massachusetts,Hampden County,1,3412,1295,0,14,0.41,0,1,0,0,0,1,22.9,45000,0,1,0,1,0,0,0,0,36,1441,36,26,981,26,1441,42.24,981,28.77,512,14.99,94,2.74,440,12.9,503,14.73,5,0.15,0,0,15,0.44,479,14.03,590,17.28,99,7.61,208,16.05,36,1.05,26,0.77,8,0.24,7,0.19,7,0.2,23,0.66,0,0,0,0,0,0,6,0.19,7,0.2,2,0.17,4,0.32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1542,1076,298,1381,1060,36,0,18,917,1285,149,457
25013801503,Massachusetts,Hampden County,1,4036,1606,0,6,0.15,0,0,0,0,0,1,21.6,44153,0,0,0,0,0,0,0,0,NULL,362,NULL,NULL,160,NULL,362,8.97,160,3.96,85,2.1,60,1.48,193,4.77,82,2.02,10,0.25,0,0,3,0.08,75,1.85,115,2.85,33,2.07,47,2.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024,1048,500,2164,982,90,1,22,777,1295,232,488
25013801601,Massachusetts,Hampden County,1,5067,1578,0,1253,24.73,0,1,0,0,0,1,14.8,68000,0,1,0,1,0,0,0,0,0,3264,0,0,1281,0,3264,64.42,1281,25.28,465,9.18,524,10.34,2298,45.36,654,12.9,76,1.5,1,0.03,12,0.23,223,4.39,392,7.74,93,5.91,148,9.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1511,747,771,3517,1034,115,2,21,378,606,141,243
25013801602,Massachusetts,Hampden County,1,5108,1845,0,415,8.12,0,1,0,1,1,1,22.2,56650,0,1,0,1,0,0,0,1,NULL,3750,NULL,NULL,1559,NULL,3750,73.41,1559,30.52,1044,20.44,465,9.11,2355,46.11,847,16.58,62,1.21,7,0.14,18,0.35,461,9.03,840,16.45,168,9.12,343,18.59,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1803,1229,629,3454,1000,83,7,21,543,973,193,434
25013801603,Massachusetts,Hampden County,1,4185,1769,0,0,0,0,1,0,0,0,1,9,73148,0,1,0,1,0,0,0,0,175,2316,175,35,465,35,2316,55.35,465,11.12,424,10.13,400,9.55,1799,43,309,7.38,56,1.33,1,0.03,10,0.24,141,3.38,236,5.65,68,3.86,122,6.87,175,4.18,35,0.83,28,0.68,22,0.52,145,3.47,18,0.43,2,0.05,0,0,0,0.01,9,0.22,16,0.39,4,0.23,9,0.52,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,756,904,624,2914,722,127,2,21,399,679,145,199
25013801604,Massachusetts,Hampden County,1,3767,1511,0,50,1.33,0,0,0,0,0,0,4.2,86750,0,1,0,1,0,0,0,0,366,3093,366,70,513,70,3093,82.12,513,13.63,581,15.43,450,11.94,2582,68.53,315,8.35,73,1.93,0,0,7,0.19,117,3.11,295,7.82,20,1.31,74,4.88,366,9.71,70,1.85,61,1.61,50,1.33,313,8.31,32,0.86,7,0.18,0,0,0,0.01,13,0.35,40,1.07,4,0.29,9,0.61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,625,698,576,3109,412,82,0,10,154,349,24,91
25013801605,Massachusetts,Hampden County,1,4608,1742,0,103,2.24,0,1,0,0,0,1,24.1,49899,0,1,0,1,0,0,0,0,NULL,1151,NULL,NULL,626,NULL,1151,24.99,626,13.59,375,8.15,136,2.95,655,14.21,318,6.89,24,0.52,4,0.09,5,0.1,146,3.17,295,6.41,90,5.18,130,7.47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2220,1285,663,2912,1072,126,14,14,470,965,306,528
25013801700,Massachusetts,Hampden County,1,7577,1922,0,1862,24.57,0,1,0,1,1,1,29.3,35250,0,1,0,1,0,0,0,1,153,6293,153,77,3035,77,6293,83.05,3035,40.06,1432,18.9,536,7.08,2310,30.48,2969,39.18,56,0.74,8,0.11,23,0.3,928,12.24,1472,19.43,345,17.93,577,30.03,153,2.02,77,1.02,28,0.37,32,0.42,51,0.68,76,1,1,0.01,3,0.04,2,0.02,20,0.26,35,0.46,6,0.32,23,1.18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3006,1805,597,2609,3727,66,18,36,1121,1840,445,682
25013801800,Massachusetts,Hampden County,1,4279,1323,0,232,5.42,0,1,0,0,0,1,39.3,27768,0,1,0,1,0,0,0,0,NULL,1212,NULL,NULL,850,NULL,1212,28.31,850,19.87,363,8.48,87,2.02,299,6.99,588,13.73,11,0.26,0,0,7,0.17,306,7.15,443,10.36,87,6.54,224,16.92,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2872,1408,323,1020,1924,19,0,26,1290,2029,299,742
